p sp 32768 524288
a 65 20097 84
a 65 9797 7
a 65 6949 21
a 65 2205 28
a 65 14554 50
a 65 17732 18
a 65 16434 72
a 65 4221 23
a 65 26825 56
a 65 2568 45
a 65 298 80
a 65 4452 18
a 65 17439 74
a 65 23301 47
a 65 1721 80
a 65 10801 85
a 65 18257 54
a 65 249 3
a 65 3206 26
a 65 730 50
a 65 4876 53
a 65 173 75
a 65 1497 72
a 65 2895 48
a 65 5245 74
a 65 221 10
a 65 1329 80
a 65 2434 71
a 65 1286 60
a 65 787 38
a 65 13827 57
a 65 2333 99
a 65 25585 93
a 65 1154 81
a 65 11367 19
a 65 16677 40
a 65 25315 92
a 65 20642 75
a 65 16839 95
a 65 18451 32
a 65 4698 84
a 65 9383 24
a 65 2552 82
a 65 11542 91
a 65 708 62
a 65 1681 96
a 65 24875 39
a 65 8194 86
a 65 24594 28
a 65 24833 73
a 65 27203 93
a 65 2060 67
a 65 4554 40
a 65 8603 89
a 65 17081 78
a 65 9925 47
a 65 325 76
a 65 15922 20
a 65 16499 63
a 65 8351 36
a 65 211 58
a 65 8988 62
a 65 342 73
a 65 5125 63
a 65 1100 61
a 65 783 88
a 65 9926 64
a 65 195 62
a 65 745 97
a 65 17508 93
a 65 7018 63
a 65 1573 92
a 65 8582 59
a 65 12309 70
a 65 1040 21
a 65 1697 82
a 65 10101 2
a 65 20541 69
a 65 1289 75
a 65 3872 56
a 65 9887 88
a 65 4616 28
a 65 14379 67
a 65 20735 61
a 65 301 69
a 65 16587 92
a 65 16465 77
a 65 3201 61
a 65 18721 51
a 65 5729 81
a 65 14351 99
a 65 233 24
a 65 2375 98
a 65 6657 98
a 65 8478 36
a 65 19148 98
a 65 264 85
a 65 9224 3
a 65 5205 81
a 65 6220 76
a 65 457 53
a 65 5 95
a 65 26893 19
a 65 13401 5
a 65 17414 97
a 65 833 88
a 65 6471 23
a 65 10937 11
a 65 71 96
a 65 10665 93
a 65 4404 47
a 65 8267 88
a 65 3589 80
a 65 16977 36
a 65 9490 5
a 65 8912 53
a 65 9487 79
a 65 1577 94
a 65 8808 65
a 65 3739 63
a 65 21729 32
a 65 17490 46
a 65 19036 54
a 65 5665 35
a 65 14483 40
a 65 8904 98
a 65 29021 93
a 65 16491 85
a 65 1541 88
a 65 841 88
a 65 4669 78
a 65 11304 29
a 65 691 77
a 65 11412 20
a 65 18051 64
a 65 1054 51
a 65 30994 15
a 65 5778 27
a 65 29701 27
a 65 10313 97
a 65 9253 97
a 65 1057 78
a 65 16435 47
a 65 218 47
a 65 5329 42
a 65 6719 87
a 65 28679 74
a 65 475 46
a 65 8546 84
a 65 4265 36
a 65 9387 80
a 65 8577 97
a 65 18245 5
a 65 9493 82
a 65 24728 0
a 65 16858 2
a 65 12906 20
a 65 20566 1
a 65 294 75
a 65 13321 73
a 65 25460 11
a 65 19081 33
a 65 8773 79
a 65 8233 3
a 65 5537 16
a 65 9 96
a 65 9089 29
a 65 18189 11
a 65 7301 40
a 65 5929 36
a 65 16918 94
a 65 1295 94
a 65 162 90
a 65 14937 89
a 65 15402 12
a 65 471 90
a 65 16898 62
a 65 9284 19
a 65 9313 93
a 65 10567 91
a 65 22721 44
a 65 16771 93
a 65 542 39
a 65 213 32
a 65 9749 99
a 65 20937 63
a 65 4225 80
a 65 1365 5
a 65 29163 22
a 65 5146 28
a 65 21321 42
a 65 16521 94
a 65 13345 6
a 65 10393 43
a 65 9321 3
a 65 24625 73
a 65 30422 7
a 65 4616 56
a 65 24629 86
a 65 3003 95
a 65 18690 94
a 65 8236 96
a 65 12355 92
a 65 17487 72
a 65 4530 50
a 65 8721 81
a 65 18529 96
a 65 19526 50
a 65 3092 69
a 65 10283 12
a 65 26285 19
a 65 6415 96
a 65 24580 0
a 65 14230 18
a 65 12578 72
a 65 16451 99
a 65 6242 74
a 65 675 80
a 65 22870 68
a 65 1281 91
a 65 25132 84
a 65 22017 36
a 65 10645 50
a 65 24769 80
a 65 4674 96
a 65 7444 13
a 65 7303 57
a 65 4209 85
a 65 11532 79
a 65 2082 85
a 65 12612 79
a 65 17286 28
a 65 12545 39
a 65 13617 76
a 65 2500 25
a 65 1702 89
a 65 4178 52
a 65 8515 91
a 65 16890 57
a 65 5669 98
a 65 3085 32
a 65 9074 55
a 65 18114 84
a 65 15097 64
a 65 4225 95
a 65 26254 59
a 65 5046 93
a 65 14893 31
a 65 20197 62
a 65 19138 63
a 65 24585 74
a 65 2443 8
a 65 385 99
a 65 18954 96
a 65 2693 72
a 65 16419 40
a 65 7241 46
a 65 23065 13
a 65 24869 60
a 65 4558 84
a 65 16935 51
a 65 3978 56
a 65 24986 35
a 65 534 4
a 65 17793 46
a 65 25991 56
a 65 12481 46
a 65 16725 6
a 65 5651 31
a 65 5189 53
a 65 402 58
a 65 17162 47
a 65 2371 30
a 65 553 96
a 65 24791 10
a 65 3530 25
a 65 17025 70
a 65 3721 97
a 65 177 94
a 65 7940 2
a 65 17377 29
a 65 455 41
a 65 19540 98
a 65 60 81
a 65 10355 14
a 65 9475 94
a 65 10845 84
a 65 5159 49
a 65 20231 81
a 65 21509 24
a 65 106 3
a 65 16414 73
a 65 312 99
a 65 1057 97
a 65 18981 90
a 65 23939 25
a 65 21520 73
a 65 18561 51
a 65 6217 76
a 65 4295 72
a 65 1690 95
a 65 24895 51
a 65 23577 16
a 65 20652 13
a 65 4488 2
a 65 249 23
a 65 9729 33
a 65 25033 9
a 65 13846 39
a 65 16818 48
a 65 14802 28
a 65 6273 85
a 65 8433 79
a 65 5254 74
a 65 19473 58
a 65 1382 97
a 65 12038 67
a 65 1441 72
a 65 3374 78
a 65 4913 52
a 65 3237 66
a 65 9537 7
a 65 25253 69
a 65 179 91
a 65 25297 9
a 65 4613 79
a 65 1611 26
a 65 10993 18
a 65 21532 45
a 65 4881 52
a 65 9099 76
a 65 8225 89
a 65 21507 67
a 65 8649 73
a 65 19613 22
a 65 14434 27
a 65 1268 43
a 65 10196 35
a 65 3206 40
a 65 20102 27
a 65 19097 17
a 65 21191 5
a 65 25425 27
a 65 12370 39
a 65 4877 38
a 65 4945 45
a 65 38 88
a 65 533 98
a 65 4376 41
a 65 14606 60
a 65 6163 98
a 65 17872 83
a 65 346 82
a 65 4651 98
a 65 1289 99
a 65 6165 82
a 65 5461 82
a 65 4134 97
a 65 8233 35
a 65 14601 18
a 65 4481 97
a 65 16558 21
a 65 731 56
a 65 21825 69
a 65 15382 90
a 65 645 82
a 65 301 99
a 65 8224 60
a 65 2108 21
a 65 9641 72
a 65 12942 56
a 65 1556 72
a 65 9089 92
a 65 12897 9
a 65 2065 86
a 65 8768 97
a 65 18833 51
a 65 271 33
a 65 894 62
a 65 20180 91
a 65 458 35
a 65 1946 46
a 65 685 83
a 65 8962 77
a 65 166 89
a 65 11270 89
a 65 16409 5
a 65 2929 87
a 65 281 78
a 65 16538 69
a 65 16547 26
a 65 5135 85
a 65 2915 66
a 65 4257 55
a 65 4170 96
a 65 2377 94
a 65 2851 66
a 65 14868 24
a 65 13867 23
a 65 17738 17
a 65 16549 51
a 65 7436 18
a 65 17945 72
a 65 8197 95
a 65 19571 47
a 65 10594 15
a 65 1137 64
a 65 412 69
a 65 1476 81
a 65 6853 51
a 65 4198 74
a 65 4245 47
a 65 2511 81
a 65 3074 85
a 65 8550 59
a 65 2127 56
a 65 22849 24
a 65 23299 91
a 65 12337 96
a 65 8866 52
a 65 343 62
a 65 25633 86
a 65 13365 32
a 65 12556 91
a 65 6345 91
a 65 9227 83
a 65 10758 52
a 65 18413 50
a 65 5156 9
a 65 2417 29
a 65 1743 77
a 65 17713 33
a 65 2974 33
a 65 16903 84
a 65 17940 87
a 65 2329 94
a 65 9004 59
a 65 621 14
a 65 4547 96
a 65 5541 20
a 65 27650 25
a 65 28939 40
a 65 151 95
a 65 26772 79
a 65 513 98
a 65 24777 9
a 65 1667 72
a 65 2601 49
a 65 2121 86
a 65 6417 96
a 65 8517 93
a 65 5163 3
a 65 5488 53
a 65 27414 73
a 65 3176 98
a 65 16917 6
a 65 8449 82
a 65 23589 54
a 65 608 32
a 65 674 43
a 65 17557 48
a 65 14541 77
a 65 5145 68
a 65 7305 96
a 65 462 18
a 65 8201 99
a 65 4643 53
a 65 8260 94
a 65 18757 95
a 65 1540 69
a 65 12425 97
a 65 14882 32
a 65 196 32
a 65 10064 27
a 65 10263 39
a 65 25353 41
a 65 5056 20
a 65 25521 9
a 65 24741 39
a 65 24581 98
a 65 14657 74
a 65 6409 82
a 65 1297 84
a 65 11075 33
a 65 16709 10
a 65 25218 87
a 65 21783 28
a 65 3090 61
a 65 1554 25
a 65 2638 62
a 65 14852 70
a 65 14257 78
a 65 26625 91
a 65 21822 8
a 65 8377 51
a 65 8931 64
a 65 21033 28
a 65 8182 57
a 65 25359 58
a 65 1167 89
a 65 8791 19
a 65 2442 95
a 65 10441 13
a 65 2553 26
a 65 8329 76
a 65 5171 30
a 65 30997 20
a 65 16523 16
a 65 9332 65
a 65 2092 98
a 65 4499 34
a 65 28317 39
a 65 27169 63
a 65 8332 52
a 65 1214 35
a 65 18945 99
a 65 11394 85
a 65 4705 84
a 65 10247 41
a 65 24077 43
a 65 4247 21
a 65 8449 90
a 65 16609 55
a 65 30765 4
a 65 16907 59
a 65 5145 80
a 65 8785 29
a 65 2616 74
a 65 10769 43
a 65 4082 72
a 65 6388 87
a 65 9259 53
a 65 9580 97
a 65 5661 40
a 65 22561 49
a 65 4167 1
a 65 12627 30
a 65 16690 68
a 65 13890 41
a 65 21378 78
a 65 12965 42
a 65 16613 10
a 65 20 69
a 65 5187 37
a 65 102 79
a 65 8231 44
a 65 1611 73
a 65 16919 83
a 65 16917 34
a 65 27461 81
a 65 588 17
a 65 9530 83
a 65 3769 18
a 65 4265 95
a 65 25655 77
a 65 13112 28
a 65 3417 22
a 65 4747 21
a 65 28428 15
a 65 21410 30
a 65 4771 71
a 65 18605 73
a 65 18807 15
a 65 13393 19
a 65 19558 85
a 65 10291 23
a 65 10374 95
a 65 11075 95
a 65 1723 80
a 65 19035 31
a 65 5646 48
a 65 1096 74
a 65 1572 23
a 65 4420 13
a 65 8266 77
a 65 15445 49
a 65 13087 22
a 65 26897 46
a 65 8748 30
a 65 8362 28
a 65 17910 81
a 65 12801 66
a 65 2609 85
a 65 4790 41
a 65 87 73
a 65 11451 52
a 65 14346 35
a 65 5387 92
a 65 10373 95
a 65 19491 80
a 65 209 65
a 65 15405 86
a 65 10285 49
a 65 26753 95
a 65 16717 49
a 65 12571 34
a 65 13470 26
a 65 25977 41
a 65 4240 59
a 65 17155 89
a 65 6422 73
a 65 10324 23
a 65 8273 63
a 65 2883 64
a 65 391 36
a 65 8216 83
a 65 1105 86
a 65 14849 32
a 65 1073 66
a 65 10531 71
a 65 8225 99
a 65 21526 24
a 65 8792 54
a 65 25073 88
a 65 8338 29
a 65 18572 27
a 65 583 60
a 65 18179 54
a 65 253 29
a 65 28929 94
a 65 544 30
a 65 4689 61
a 65 232 78
a 65 10418 96
a 65 792 66
a 65 27154 59
a 65 18785 82
a 65 455 61
a 65 6161 88
a 65 11458 65
a 65 7201 81
a 65 2659 54
a 65 812 33
a 65 16932 76
a 65 294 94
a 65 19657 55
a 65 7749 49
a 65 3783 77
a 65 16603 59
a 65 3229 87
a 65 1797 97
a 65 29270 16
a 65 17601 6
a 65 6533 87
a 65 9025 76
a 65 52 81
a 65 3073 89
a 65 11536 13
a 65 2420 0
a 65 1041 85
a 65 19457 83
a 65 8719 86
a 65 17862 53
a 65 1955 48
a 65 17494 45
a 65 4761 21
a 65 5762 72
a 65 10361 18
a 65 16577 66
a 65 8301 93
a 65 15617 78
a 65 1185 58
a 65 4162 98
a 65 9234 39
a 65 1109 69
a 65 21064 53
a 65 19141 7
a 65 311 25
a 65 6516 68
a 65 18441 66
a 65 1288 62
a 65 1553 87
a 65 27931 89
a 65 2165 34
a 65 22039 62
a 65 17955 69
a 65 28718 77
a 65 12426 82
a 65 5521 44
a 65 24641 80
a 65 21409 74
a 65 206 62
a 65 2562 15
a 65 20742 0
a 65 8979 40
a 65 418 70
a 65 87 85
a 65 20739 43
a 65 3258 36
a 65 1244 41
a 65 4107 43
a 65 3329 78
a 65 4294 97
a 65 3153 78
a 65 364 76
a 65 18371 91
a 65 251 46
a 65 4222 84
a 65 8456 54
a 65 3246 79
a 65 6162 86
a 65 4578 48
a 65 26651 79
a 65 18781 11
a 65 582 13
a 65 810 0
a 65 2134 48
a 65 11077 28
a 65 11 90
a 65 10937 88
a 65 16945 58
a 65 4715 35
a 65 16408 84
a 65 3457 48
a 65 416 31
a 65 2053 96
a 65 24644 74
a 65 558 24
a 65 10882 83
a 65 9767 85
a 65 2449 83
a 65 4137 43
a 65 22929 87
a 65 9485 93
a 65 1564 7
a 65 753 95
a 65 23569 95
a 65 9237 24
a 65 12648 43
a 65 16902 78
a 65 16609 89
a 65 3497 72
a 65 568 96
a 65 7801 9
a 65 20616 24
a 65 4237 80
a 65 24865 67
a 65 8206 58
a 65 27399 22
a 65 8799 82
a 65 16872 21
a 65 18697 71
a 65 9491 26
a 65 23718 79
a 65 3125 65
a 65 8705 78
a 65 7718 31
a 65 16552 98
a 65 2562 97
a 65 8398 41
a 65 9177 10
a 65 24757 93
a 65 1090 96
a 65 24687 77
a 65 24884 21
a 65 18500 71
a 65 2902 27
a 65 31563 94
a 65 5467 16
a 65 20740 91
a 65 18466 25
a 65 9242 65
a 65 6674 53
a 65 4107 90
a 65 24641 88
a 65 1349 71
a 65 9593 33
a 65 18877 62
a 65 2197 33
a 65 8737 85
a 65 27661 31
a 65 1426 73
a 65 3042 94
a 65 8207 78
a 65 4261 24
a 65 24641 97
a 65 8290 72
a 65 3402 45
a 65 4110 49
a 65 3806 49
a 65 9111 74
a 65 30721 5
a 65 12346 2
a 65 9244 27
a 65 2779 56
a 65 3781 5
a 65 16675 62
a 65 16613 31
a 65 18484 39
a 65 5070 39
a 65 961 4
a 65 227 73
a 65 169 91
a 65 130 95
a 65 558 50
a 65 25746 10
a 65 2053 98
a 66 5032 39
a 66 5433 72
a 66 4136 34
a 66 1175 31
a 66 4523 72
a 66 8266 89
a 66 5441 96
a 66 28776 2
a 66 16943 57
a 66 14897 76
a 66 21249 22
a 66 10293 60
a 66 8675 7
a 66 17001 2
a 66 12812 22
a 66 12312 79
a 66 526 64
a 66 6316 69
a 66 5478 65
a 66 5765 44
a 66 19207 31
a 66 3619 83
a 66 4356 56
a 66 5578 84
a 66 2129 75
a 66 6683 66
a 66 3489 42
a 66 209 88
a 66 10493 98
a 66 2226 29
a 66 18818 99
a 66 1922 27
a 66 7234 14
a 66 14986 20
a 66 21505 84
a 66 317 99
a 66 15875 98
a 66 305 94
a 66 28008 73
a 66 16411 98
a 66 5892 75
a 66 3239 23
a 66 8194 90
a 66 12323 42
a 66 2437 31
a 66 26470 75
a 66 9473 76
a 66 3860 54
a 66 807 64
a 66 8724 93
a 66 4147 83
a 66 8834 97
a 66 2246 92
a 66 739 48
a 66 92 86
a 66 4197 77
a 66 8001 55
a 66 4178 83
a 66 913 82
a 66 8442 10
a 66 21027 59
a 66 18963 82
a 66 17669 93
a 66 794 64
a 66 51 79
a 66 16897 89
a 66 28435 24
a 66 16994 29
a 66 424 18
a 66 10507 34
a 66 13190 89
a 66 8371 14
a 66 3394 84
a 66 6355 99
a 66 17505 77
a 66 2379 79
a 66 3077 85
a 66 4231 70
a 66 1357 45
a 66 3104 63
a 66 9398 75
a 66 8581 11
a 66 28930 44
a 66 9633 88
a 66 18485 46
a 66 728 41
a 66 18722 42
a 66 1698 44
a 66 10001 66
a 66 4753 97
a 66 6725 36
a 66 784 32
a 66 12315 29
a 66 17735 39
a 66 29029 18
a 66 2099 78
a 66 18719 88
a 66 13458 85
a 66 530 91
a 66 6569 93
a 66 14363 58
a 66 38 93
a 66 3973 97
a 66 22873 63
a 66 10310 19
a 66 13921 81
a 66 2149 49
a 66 1201 77
a 66 808 91
a 66 8450 92
a 66 10282 66
a 66 13121 18
a 66 548 88
a 66 922 22
a 66 29924 65
a 66 26837 70
a 66 25165 44
a 66 2645 97
a 66 28937 29
a 66 9409 88
a 66 8969 36
a 66 18178 19
a 66 10250 62
a 66 17708 42
a 66 8727 26
a 66 16459 77
a 66 566 71
a 66 1036 35
a 66 10513 11
a 66 7691 34
a 66 29077 63
a 66 25617 43
a 66 13826 28
a 66 20528 58
a 66 16565 68
a 66 16515 99
a 66 310 97
a 66 4618 11
a 66 7043 69
a 66 21125 26
a 66 20909 71
a 66 4131 84
a 66 972 54
a 66 8717 99
a 66 8453 68
a 66 13337 55
a 66 12977 11
a 66 20548 90
a 66 4613 92
a 66 22722 80
a 66 16436 5
a 66 24802 49
a 66 9249 98
a 66 329 94
a 66 8474 48
a 66 10513 76
a 66 537 94
a 66 11593 73
a 66 8534 62
a 66 4353 99
a 66 1257 33
a 66 4520 37
a 66 10499 64
a 66 28745 58
a 66 18827 15
a 66 9522 62
a 66 423 93
a 66 8545 94
a 66 8428 94
a 66 16916 18
a 66 24857 48
a 66 803 89
a 66 17003 43
a 66 29217 31
a 66 284 80
a 66 17665 72
a 66 8788 98
a 66 1638 17
a 66 1870 23
a 66 8749 33
a 66 8876 58
a 66 1624 84
a 66 20519 58
a 66 18994 27
a 66 1362 51
a 66 480 48
a 66 2425 2
a 66 26745 73
a 66 2107 95
a 66 7301 61
a 66 9900 76
a 66 693 98
a 66 6295 41
a 66 2167 83
a 66 4233 87
a 66 16440 49
a 66 16506 83
a 66 3223 55
a 66 9607 45
a 66 2820 88
a 66 18817 0
a 66 2469 41
a 66 1718 50
a 66 9797 74
a 66 14977 76
a 66 26755 80
a 66 2120 19
a 66 7217 14
a 66 27 75
a 66 23155 90
a 66 525 93
a 66 7192 26
a 66 10268 34
a 66 20875 22
a 66 12597 60
a 66 9261 34
a 66 11267 85
a 66 4429 76
a 66 2018 43
a 66 469 11
a 66 13046 31
a 66 13679 0
a 66 5435 30
a 66 16769 97
a 66 5666 12
a 66 20481 97
a 66 25681 89
a 66 13511 72
a 66 229 80
a 66 3925 59
a 66 6937 61
a 66 3099 87
a 66 2917 4
a 66 5236 51
a 66 9778 78
a 66 10376 4
a 66 17230 96
a 66 17549 1
a 66 27585 53
a 66 12757 94
a 66 22076 10
a 66 6807 1
a 66 619 99
a 66 11529 89
a 66 2623 90
a 66 20747 98
a 66 302 23
a 66 234 46
a 66 2445 61
a 66 9985 35
a 66 12339 79
a 66 4379 60
a 66 13347 74
a 66 1146 54
a 66 2563 85
a 66 17443 67
a 66 18531 81
a 66 1044 97
a 66 4655 97
a 66 804 94
a 66 2144 86
a 66 2663 4
a 66 5653 27
a 66 17241 13
a 66 2822 64
a 66 8707 44
a 66 20493 55
a 66 16561 94
a 66 2199 96
a 66 12802 75
a 66 12569 72
a 66 26634 61
a 66 6827 55
a 66 2945 83
a 66 18582 5
a 66 3767 67
a 66 14806 29
a 66 14661 33
a 66 8759 40
a 66 787 64
a 66 20101 77
a 66 1379 65
a 66 11427 68
a 66 12545 65
a 66 16945 89
a 66 419 48
a 66 71 97
a 66 4570 74
a 66 22757 15
a 66 13878 96
a 66 10532 91
a 66 9043 11
a 66 8842 39
a 66 4643 78
a 66 25351 20
a 66 392 99
a 66 608 88
a 66 11012 50
a 66 3650 60
a 66 8933 89
a 66 871 74
a 66 1852 29
a 66 202 91
a 66 24659 18
a 66 18838 59
a 66 12302 16
a 66 3025 31
a 66 23142 5
a 66 12635 39
a 66 17858 52
a 66 3088 21
a 66 24582 96
a 66 5641 65
a 66 16475 3
a 66 17123 61
a 66 582 68
a 66 3148 77
a 66 6938 66
a 66 18705 23
a 66 771 51
a 66 4167 82
a 66 9345 94
a 66 13431 18
a 66 11795 51
a 66 16673 66
a 66 8619 30
a 66 6673 15
a 66 8284 84
a 66 24677 5
a 66 3085 76
a 66 20742 12
a 66 15107 30
a 66 17217 82
a 66 534 88
a 66 26263 11
a 66 6311 19
a 66 2175 7
a 66 1795 90
a 66 867 83
a 66 5265 44
a 66 2083 97
a 66 5506 16
a 66 4882 77
a 66 3217 81
a 66 314 97
a 66 25619 59
a 66 25188 10
a 66 7451 11
a 66 18986 17
a 66 5773 60
a 66 8529 87
a 66 2317 92
a 66 2619 68
a 66 6429 73
a 66 19541 96
a 66 5657 36
a 66 24765 30
a 66 26153 61
a 66 8898 45
a 66 17041 22
a 66 5209 95
a 66 155 86
a 66 8565 7
a 66 17561 34
a 66 4825 23
a 66 940 57
a 66 15397 60
a 66 10168 53
a 66 4193 89
a 66 8993 86
a 66 854 81
a 66 8454 26
a 66 53 99
a 66 17545 26
a 66 14763 49
a 66 9390 11
a 66 2258 25
a 66 164 31
a 66 1219 43
a 66 17281 89
a 66 1097 43
a 66 2093 16
a 66 8527 5
a 66 17473 99
a 66 17736 77
a 66 2316 25
a 66 89 99
a 66 19156 92
a 66 12353 61
a 66 4765 86
a 66 2400 4
a 66 4977 87
a 66 18709 93
a 66 19092 18
a 66 4313 49
a 66 8210 92
a 66 5910 14
a 66 2574 58
a 66 20644 88
a 66 2084 94
a 66 12037 59
a 66 27991 24
a 66 18185 39
a 66 9617 69
a 66 16456 54
a 66 14648 65
a 66 6437 63
a 66 715 19
a 66 3353 34
a 66 1604 71
a 66 5389 85
a 66 23595 60
a 66 8208 99
a 66 217 11
a 66 17986 72
a 66 13057 45
a 66 21705 52
a 66 7301 71
a 66 16722 95
a 66 164 63
a 66 2352 36
a 66 1380 83
a 66 2702 2
a 66 4126 58
a 66 19591 70
a 66 2119 99
a 66 22657 1
a 66 1282 45
a 66 9220 72
a 66 9281 90
a 66 1485 33
a 66 8622 94
a 66 1939 1
a 66 29962 63
a 66 4389 10
a 66 24611 91
a 66 4557 82
a 66 4125 65
a 66 1466 90
a 66 4721 22
a 66 3122 96
a 66 12893 29
a 66 2258 99
a 66 26705 31
a 66 150 81
a 66 12057 70
a 66 3077 90
a 66 20586 17
a 66 138 72
a 66 16589 78
a 66 104 57
a 66 5717 80
a 66 12804 8
a 66 612 84
a 66 1093 79
a 66 669 31
a 66 9348 71
a 66 5549 54
a 66 14483 91
a 66 1543 69
a 66 31791 44
a 66 13122 82
a 66 2637 89
a 66 24845 81
a 66 16409 59
a 66 2370 98
a 66 2643 72
a 66 413 44
a 66 46 90
a 66 28073 99
a 66 1282 57
a 66 2219 33
a 66 7809 72
a 66 16437 85
a 66 2755 20
a 66 25922 18
a 66 8436 45
a 66 14392 66
a 66 25804 0
a 66 2063 82
a 66 6979 77
a 66 26 99
a 66 13417 33
a 66 5786 5
a 66 27404 51
a 66 2263 90
a 66 31761 98
a 66 7181 15
a 66 1167 95
a 66 9357 97
a 66 3207 45
a 66 2489 87
a 66 1169 99
a 66 4867 83
a 66 6725 51
a 66 20547 55
a 66 4441 71
a 66 31683 60
a 66 13571 79
a 66 482 42
a 66 29385 74
a 66 29327 40
a 66 4169 79
a 66 16838 49
a 66 7266 27
a 66 25259 76
a 66 1300 52
a 66 19726 64
a 66 587 45
a 66 17987 86
a 66 10433 76
a 66 10754 10
a 66 16667 48
a 66 7193 88
a 66 318 1
a 66 18479 42
a 66 13709 55
a 66 3159 56
a 66 4371 39
a 66 10343 45
a 66 26631 17
a 66 1547 97
a 66 5506 80
a 66 881 44
a 66 4950 66
a 66 9224 23
a 66 24850 96
a 66 21349 11
a 66 18708 4
a 66 16390 60
a 66 20677 49
a 66 14365 61
a 66 1905 73
a 66 17169 83
a 66 24065 73
a 66 3213 79
a 66 17417 58
a 66 9821 17
a 66 17331 56
a 66 3061 77
a 66 1053 68
a 66 2194 91
a 66 6307 39
a 66 8482 76
a 66 1348 98
a 66 3147 40
a 66 289 98
a 66 26761 58
a 66 29799 77
a 66 17255 29
a 66 402 77
a 66 2831 21
a 66 10551 32
a 66 24922 82
a 66 1056 74
a 66 14103 29
a 66 17939 29
a 66 12818 70
a 66 9801 70
a 66 10377 65
a 66 8273 73
a 66 9185 51
a 66 18549 7
a 66 7173 96
a 66 8417 4
a 66 22916 70
a 66 24881 32
a 66 19770 38
a 66 8739 97
a 66 11304 69
a 66 21574 28
a 66 2082 88
a 66 10121 33
a 66 1101 96
a 66 9282 13
a 66 5802 73
a 66 2340 98
a 66 16555 86
a 66 3266 27
a 66 2149 81
a 66 30821 77
a 66 24891 28
a 66 9314 57
a 66 8539 0
a 66 1355 72
a 66 16461 8
a 66 25639 13
a 66 437 81
a 66 16982 94
a 66 10769 46
a 66 18463 96
a 66 12933 55
a 66 9731 20
a 66 7174 7
a 66 14965 47
a 66 16910 77
a 66 6153 87
a 66 3859 14
a 66 4637 89
a 66 211 59
a 66 18471 86
a 66 18129 68
a 66 4979 63
a 66 4269 54
a 66 17540 42
a 66 822 87
a 66 17249 20
a 66 2934 98
a 66 3438 62
a 66 565 40
a 66 683 32
a 66 9939 59
a 66 24897 69
a 66 3658 85
a 66 36 89
a 66 5219 97
a 66 17060 87
a 66 14409 30
a 66 1433 54
a 66 16700 8
a 66 12803 55
a 66 2994 3
a 66 12949 47
a 66 7697 82
a 66 16444 16
a 66 29249 26
a 66 29761 90
a 66 3599 52
a 66 5702 85
a 66 1617 83
a 66 5037 73
a 66 297 27
a 66 2093 68
a 66 8331 67
a 66 2573 60
a 66 275 83
a 66 9488 85
a 66 20178 85
a 66 4247 45
a 66 2986 91
a 66 8516 55
a 66 16435 80
a 66 4635 23
a 66 12651 42
a 66 12372 49
a 66 6346 73
a 66 140 69
a 66 13915 79
a 66 2081 97
a 66 11074 82
a 66 13345 96
a 66 8779 99
a 66 1695 15
a 66 27002 95
a 66 20 99
a 66 10260 30
a 66 4154 28
a 66 22538 29
a 66 4346 57
a 66 4258 71
a 66 14407 41
a 66 16583 9
a 66 6157 46
a 66 10252 63
a 66 8453 73
a 66 12418 40
a 66 10538 36
a 66 17449 49
a 66 11350 22
a 66 14915 59
a 66 17799 82
a 66 1591 71
a 66 4129 80
a 66 4745 28
a 67 22089 98
a 67 13057 79
a 67 13477 50
a 67 1281 95
a 67 6661 0
a 67 3549 89
a 67 412 93
a 67 5397 61
a 67 25109 14
a 67 1135 41
a 67 8870 77
a 67 8406 86
a 67 19092 45
a 67 8227 69
a 67 24595 96
a 67 4226 97
a 67 8331 87
a 67 8306 65
a 67 13665 87
a 67 22 95
a 67 16655 45
a 67 24863 57
a 67 29065 50
a 67 1046 61
a 67 2312 26
a 67 20492 86
a 67 2115 98
a 67 1128 55
a 67 8508 53
a 67 9602 69
a 67 28865 94
a 67 175 72
a 67 17559 79
a 67 841 97
a 67 2106 21
a 67 31811 24
a 67 1554 59
a 67 28705 2
a 67 4117 93
a 67 18754 61
a 67 12610 94
a 67 3025 71
a 67 204 66
a 67 18969 43
a 67 8812 20
a 67 16947 76
a 67 4194 96
a 67 4923 50
a 67 2322 98
a 67 1872 19
a 67 25349 50
a 67 2100 30
a 67 618 93
a 67 41 99
a 67 4424 22
a 67 8581 74
a 67 8429 1
a 67 8330 81
a 67 17691 57
a 67 17437 73
a 67 17631 27
a 67 22611 20
a 67 16409 82
a 67 8200 61
a 67 4506 69
a 67 5155 77
a 67 33 99
a 67 20507 37
a 67 3332 15
a 67 2461 22
a 67 349 38
a 67 9095 51
a 67 10762 14
a 67 6539 16
a 67 2116 38
a 67 4098 96
a 67 25761 87
a 67 27149 6
a 67 2090 23
a 67 8645 17
a 67 143 86
a 67 4714 68
a 67 4759 58
a 67 10409 82
a 67 3137 69
a 67 8600 20
a 67 2491 70
a 67 2921 5
a 67 1073 70
a 67 8211 46
a 67 14738 83
a 67 13577 49
a 67 15876 42
a 67 2569 73
a 67 532 98
a 67 10283 82
a 67 2818 97
a 67 2753 71
a 67 25139 97
a 67 21764 43
a 67 4245 75
a 67 36 98
a 67 4929 45
a 67 6309 36
